departure_terminal,arrival_terminal,vessel_name,scheduled_departure_year,scheduled_departure_month,scheduled_departure_day,scheduled_departure_hour,scheduled_departure_minute,actual_departure_year,actual_departure_month,actual_departure_day,actual_departure_hour,actual_departure_minute,arrival_year,arrival_month,arrival_day,arrival_hour,arrival_minute
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,07,08,00,2017,07,07,08,03,2017,07,07,09,32
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,07,09,00,2017,07,07,09,01,2017,07,07,10,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,07,10,00,2017,07,07,10,09,2017,07,07,11,40
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,07,11,00,2017,07,07,11,04,2017,07,07,12,38
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,07,12,00,2017,07,07,12,04,2017,07,07,13,38
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,07,13,00,2017,07,07,13,09,2017,07,07,14,48
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,07,14,00,2017,07,07,14,10,2017,07,07,15,38
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,07,15,00,2017,07,07,15,13,2017,07,07,16,42
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,07,16,00,2017,07,07,16,05,2017,07,07,17,38
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,07,17,00,2017,07,07,17,27,2017,07,07,18,54
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,07,18,00,2017,07,07,18,16,2017,07,07,19,38
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,07,19,00,2017,07,07,19,11,2017,07,07,20,36
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,07,20,00,2017,07,07,20,17,2017,07,07,21,42
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,07,21,00,2017,07,07,21,27,2017,07,07,22,50
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,07,22,00,2017,07,07,22,03,2017,07,07,23,38
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,07,07,00,2017,07,07,07,03,2017,07,07,08,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,07,08,00,2017,07,07,08,04,2017,07,07,09,30
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,07,09,00,2017,07,07,09,02,2017,07,07,10,30
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,07,10,00,2017,07,07,10,08,2017,07,07,11,34
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,07,11,00,2017,07,07,11,06,2017,07,07,12,34
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,07,12,00,2017,07,07,12,12,2017,07,07,13,36
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,07,13,00,2017,07,07,13,12,2017,07,07,14,40
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,07,14,00,2017,07,07,14,11,2017,07,07,15,32
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,07,15,00,2017,07,07,15,21,2017,07,07,16,48
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,07,16,00,2017,07,07,16,13,2017,07,07,17,42
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,07,17,00,2017,07,07,17,14,2017,07,07,18,40
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,07,18,00,2017,07,07,18,11,2017,07,07,19,42
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,07,19,00,2017,07,07,19,27,2017,07,07,20,56
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,07,20,00,2017,07,07,20,05,2017,07,07,21,40
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,07,21,00,2017,07,07,21,01,2017,07,07,22,28
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,07,22,00,2017,07,07,22,04,2017,07,07,23,39
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,08,06,00,2017,07,08,06,00,2017,07,08,07,26
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,08,08,00,2017,07,08,08,09,2017,07,08,09,32
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,08,09,00,2017,07,08,09,01,2017,07,08,10,28
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,08,10,00,2017,07,08,10,02,2017,07,08,11,32
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,08,11,00,2017,07,08,11,04,2017,07,08,12,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,08,12,00,2017,07,08,12,21,2017,07,08,13,42
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,08,13,00,2017,07,08,13,07,2017,07,08,14,38
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,08,14,00,2017,07,08,14,06,2017,07,08,15,38
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,08,15,00,2017,07,08,15,02,2017,07,08,16,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,08,16,00,2017,07,08,16,06,2017,07,08,17,34
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,08,17,00,2017,07,08,16,59,2017,07,08,18,30
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,08,18,00,2017,07,08,17,59,2017,07,08,19,26
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,08,19,00,2017,07,08,19,00,2017,07,08,20,28
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,08,20,00,2017,07,08,20,00,2017,07,08,21,26
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,08,21,00,2017,07,08,21,14,2017,07,08,22,38
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,08,06,00,2017,07,08,06,02,2017,07,08,07,36
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,08,07,00,2017,07,08,07,00,2017,07,08,08,32
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,08,09,00,2017,07,08,09,01,2017,07,08,10,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,08,10,00,2017,07,08,10,13,2017,07,08,11,40
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,08,11,00,2017,07,08,11,00,2017,07,08,12,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,08,12,00,2017,07,08,12,03,2017,07,08,13,28
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,08,13,00,2017,07,08,13,00,2017,07,08,14,34
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,08,14,00,2017,07,08,14,11,2017,07,08,15,38
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,08,15,00,2017,07,08,15,03,2017,07,08,16,30
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,08,16,00,2017,07,08,16,08,2017,07,08,17,30
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,08,17,00,2017,07,08,17,00,2017,07,08,18,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,08,18,00,2017,07,08,18,03,2017,07,08,19,32
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,08,19,00,2017,07,08,19,30,2017,07,08,20,54
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,08,20,00,2017,07,08,20,00,2017,07,08,21,28
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,08,21,00,2017,07,08,21,00,2017,07,08,22,26
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,09,07,00,2017,07,09,07,00,2017,07,09,08,32
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,09,08,00,2017,07,09,08,01,2017,07,09,09,28
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,09,09,00,2017,07,09,09,09,2017,07,09,10,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,09,10,00,2017,07,09,10,03,2017,07,09,11,34
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,09,11,00,2017,07,09,11,01,2017,07,09,12,30
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,09,12,00,2017,07,09,12,01,2017,07,09,13,34
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,09,13,00,2017,07,09,13,05,2017,07,09,14,38
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,09,14,00,2017,07,09,14,11,2017,07,09,15,38
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,09,15,00,2017,07,09,15,07,2017,07,09,16,38
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,09,16,00,2017,07,09,16,05,2017,07,09,17,32
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,09,17,00,2017,07,09,17,17,2017,07,09,18,42
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,09,18,00,2017,07,09,18,15,2017,07,09,19,36
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,09,19,00,2017,07,09,19,20,2017,07,09,20,44
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,09,20,00,2017,07,09,20,12,2017,07,09,21,36
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,09,21,00,2017,07,09,21,20,2017,07,09,22,46
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,09,22,00,2017,07,09,22,10,2017,07,09,23,45
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,09,07,00,2017,07,09,07,00,2017,07,09,08,40
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,09,08,00,2017,07,09,08,02,2017,07,09,09,32
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,09,09,00,2017,07,09,09,00,2017,07,09,10,30
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,09,10,00,2017,07,09,10,02,2017,07,09,11,30
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,09,11,00,2017,07,09,11,01,2017,07,09,12,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,09,12,00,2017,07,09,12,06,2017,07,09,13,36
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,09,13,00,2017,07,09,13,02,2017,07,09,14,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,09,14,00,2017,07,09,14,07,2017,07,09,15,30
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,09,15,00,2017,07,09,15,09,2017,07,09,16,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,09,16,00,2017,07,09,16,11,2017,07,09,17,40
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,09,17,00,2017,07,09,17,15,2017,07,09,18,40
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,09,18,00,2017,07,09,18,06,2017,07,09,19,34
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,09,19,00,2017,07,09,19,18,2017,07,09,20,42
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,09,20,00,2017,07,09,20,08,2017,07,09,21,40
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,09,21,00,2017,07,09,21,20,2017,07,09,22,46
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,09,22,00,2017,07,09,22,00,2017,07,09,23,35
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,10,06,00,2017,07,10,06,05,2017,07,10,07,28
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,10,07,00,2017,07,10,06,59,2017,07,10,08,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,10,08,00,2017,07,10,08,02,2017,07,10,09,34
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,10,09,00,2017,07,10,09,01,2017,07,10,10,32
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,10,10,00,2017,07,10,10,03,2017,07,10,11,30
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,10,11,00,2017,07,10,11,09,2017,07,10,12,34
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,10,12,00,2017,07,10,12,13,2017,07,10,13,34
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,10,13,00,2017,07,10,13,08,2017,07,10,14,34
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,10,14,00,2017,07,10,14,08,2017,07,10,15,36
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,10,15,00,2017,07,10,15,05,2017,07,10,16,34
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,10,16,00,2017,07,10,16,10,2017,07,10,17,32
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,10,17,00,2017,07,10,17,06,2017,07,10,18,36
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,10,18,00,2017,07,10,18,02,2017,07,10,19,26
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,10,19,00,2017,07,10,19,04,2017,07,10,20,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,10,20,00,2017,07,10,20,14,2017,07,10,21,34
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,10,21,00,2017,07,10,21,00,2017,07,10,22,26
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,10,06,00,2017,07,10,06,01,2017,07,10,07,36
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,10,07,00,2017,07,10,07,00,2017,07,10,08,30
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,10,08,00,2017,07,10,08,03,2017,07,10,09,30
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,10,09,00,2017,07,10,09,01,2017,07,10,10,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,10,10,00,2017,07,10,10,09,2017,07,10,11,42
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,10,11,00,2017,07,10,11,03,2017,07,10,12,34
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,10,12,00,2017,07,10,12,04,2017,07,10,13,32
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,10,13,00,2017,07,10,13,02,2017,07,10,14,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,10,14,00,2017,07,10,14,02,2017,07,10,15,34
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,10,15,00,2017,07,10,15,03,2017,07,10,16,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,10,16,00,2017,07,10,16,05,2017,07,10,17,30
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,10,17,00,2017,07,10,17,01,2017,07,10,18,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,10,18,00,2017,07,10,18,02,2017,07,10,19,32
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,10,19,00,2017,07,10,19,02,2017,07,10,20,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,10,20,00,2017,07,10,20,01,2017,07,10,21,24
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,10,21,00,2017,07,10,20,59,2017,07,10,22,26
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,11,06,00,2017,07,11,06,00,2017,07,11,07,26
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,11,07,00,2017,07,11,06,59,2017,07,11,08,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,11,08,00,2017,07,11,08,05,2017,07,11,09,32
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,11,09,00,2017,07,11,09,03,2017,07,11,10,30
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,11,11,00,2017,07,11,11,04,2017,07,11,12,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,11,12,00,2017,07,11,12,07,2017,07,11,13,34
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,11,14,00,2017,07,11,14,05,2017,07,11,15,34
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,11,15,00,2017,07,11,15,01,2017,07,11,16,34
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,11,16,00,2017,07,11,16,03,2017,07,11,17,36
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,11,17,00,2017,07,11,16,59,2017,07,11,18,32
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,11,18,00,2017,07,11,18,02,2017,07,11,19,28
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,11,19,00,2017,07,11,19,01,2017,07,11,20,30
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,11,20,00,2017,07,11,20,00,2017,07,11,21,26
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,11,21,00,2017,07,11,21,01,2017,07,11,22,36
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,11,06,00,2017,07,11,06,02,2017,07,11,07,36
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,11,07,00,2017,07,11,07,00,2017,07,11,08,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,11,08,00,2017,07,11,08,04,2017,07,11,09,30
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,11,09,00,2017,07,11,08,59,2017,07,11,10,32
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,11,10,00,2017,07,11,10,04,2017,07,11,11,36
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,11,11,00,2017,07,11,11,02,2017,07,11,12,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,11,12,00,2017,07,11,12,02,2017,07,11,13,32
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,11,13,00,2017,07,11,13,00,2017,07,11,14,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,11,14,00,2017,07,11,14,01,2017,07,11,15,34
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,11,15,00,2017,07,11,14,59,2017,07,11,16,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,11,16,00,2017,07,11,16,04,2017,07,11,17,24
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,11,17,00,2017,07,11,17,04,2017,07,11,18,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,11,18,00,2017,07,11,18,00,2017,07,11,19,34
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,11,19,00,2017,07,11,18,59,2017,07,11,20,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,11,20,00,2017,07,11,20,00,2017,07,11,21,24
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,11,21,00,2017,07,11,20,59,2017,07,11,22,30
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,12,06,00,2017,07,12,06,04,2017,07,12,07,30
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,12,07,00,2017,07,12,07,00,2017,07,12,08,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,12,08,00,2017,07,12,08,07,2017,07,12,09,34
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,12,10,00,2017,07,12,10,03,2017,07,12,11,28
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,12,12,00,2017,07,12,12,09,2017,07,12,13,30
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,12,13,00,2017,07,12,13,01,2017,07,12,14,30
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,12,14,00,2017,07,12,14,06,2017,07,12,15,34
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,12,15,00,2017,07,12,14,59,2017,07,12,16,34
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,12,16,00,2017,07,12,16,02,2017,07,12,17,34
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,12,17,00,2017,07,12,17,01,2017,07,12,18,34
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,12,18,00,2017,07,12,17,59,2017,07,12,19,26
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,12,19,00,2017,07,12,18,59,2017,07,12,20,32
Tsawwassen,Swartz Bay,Coastal Celebration,2017,07,12,20,00,2017,07,12,20,01,2017,07,12,21,24
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,12,21,00,2017,07,12,20,59,2017,07,12,22,26
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,12,06,00,2017,07,12,06,03,2017,07,12,07,36
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,12,07,00,2017,07,12,06,59,2017,07,12,08,30
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,12,08,00,2017,07,12,08,00,2017,07,12,09,31
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,12,09,00,2017,07,12,08,59,2017,07,12,10,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,12,10,00,2017,07,12,10,03,2017,07,12,11,36
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,12,11,00,2017,07,12,11,01,2017,07,12,12,32
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,12,12,00,2017,07,12,12,00,2017,07,12,13,30
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,12,13,00,2017,07,12,13,01,2017,07,12,14,30
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,12,14,00,2017,07,12,14,02,2017,07,12,15,34
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,12,15,00,2017,07,12,15,01,2017,07,12,16,30
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,12,16,00,2017,07,12,16,02,2017,07,12,17,24
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,12,17,00,2017,07,12,17,04,2017,07,12,18,28
Swartz Bay,Tsawwassen,Coastal Celebration,2017,07,12,18,00,2017,07,12,18,02,2017,07,12,19,32
Swartz Bay,Tsawwassen,Spirit of Vancouver Island,2017,07,12,19,00,2017,07,12,19,00,2017,07,12,20,30
Swartz Bay,Tsawwassen,Queen of New Westminster,2017,07,12,20,00,2017,07,12,20,00,2017,07,12,21,22
Swartz Bay,Tsawwassen,Spirit of British Columbia,2017,07,12,21,00,2017,07,12,21,00,2017,07,12,22,26
Tsawwassen,Swartz Bay,Queen of New Westminster,2017,07,13,06,00,2017,07,13,06,16,2017,07,13,07,40
Tsawwassen,Swartz Bay,Spirit of British Columbia,2017,07,13,07,00,2017,07,13,07,01,2017,07,13,08,32
Tsawwassen,Swartz Bay,Spirit of Vancouver Island,2017,07,13,09,00,2017,07,13,09,00,2017,07,13,10,32
